id,city_name,signup_os,signup_channel,signup_date,bgc_date,vehicle_added_date,first_completed_date,vehicle_make,vehicle_model,vehicle_year
33105,Vale do Sol,android web,Organic,1/12/23,,,,,,
33106,Porto Seguro,mac,Paid,1/25/23,1/25/23,,,,,
33107,Vila Rica,ios web,Organic,1/2/23,1/3/23,1/4/23,1/4/23,Mercedes-Benz,CLA-Class,2015.0
33108,Vale do Sol,windows,Referral,1/29/23,1/29/23,2/2/23,2/4/23,Mazda,MAZDA3,2014.0
33109,Porto Seguro,ios web,Organic,1/22/23,1/22/23,,,,,
33110,Vila Rica,mac,Referral,1/10/23,,,,,,
33111,Vila Rica,windows,Referral,1/22/23,,,,,,
33112,Porto Seguro,other,Paid,1/4/23,1/5/23,1/11/23,,Toyota,Sienna,2015.0
33113,Vale do Sol,ios web,Paid,1/28/23,1/31/23,,,,,
33114,Vale do Sol,android web,Organic,1/24/23,1/24/23,1/25/23,2/1/23,Toyota,Prius V,2015.0
33115,Vale do Sol,windows,Referral,1/21/23,,,,,,
33116,Vila Rica,windows,Referral,1/30/23,1/31/23,2/1/23,2/1/23,Toyota,Prius V,2013.0
33117,Porto Seguro,other,Referral,1/11/23,,,,,,
33118,Porto Seguro,ios web,Referral,1/28/23,1/28/23,,,,,
33119,Vila Rica,mac,Paid,1/9/23,,,,,,
33120,Vale do Sol,ios web,Organic,1/29/23,,,,,,
33121,Vale do Sol,ios web,Organic,1/8/23,,,,,,
33122,Vila Rica,windows,Paid,1/25/23,,,,,,
33123,Porto Seguro,android web,Referral,1/21/23,,,,,,
33124,Vale do Sol,android web,Organic,1/17/23,1/17/23,1/18/23,,Volvo,S60,2001.0
33125,Vale do Sol,android web,Referral,1/29/23,1/29/23,,,,,
33126,Vila Rica,ios web,Organic,1/25/23,1/26/23,1/29/23,,Nissan,Altima,2015.0
33127,Vila Rica,ios web,Paid,1/23/23,1/24/23,1/27/23,,Kia,Sedona,2006.0
33128,Vale do Sol,android web,Organic,1/27/23,1/30/23,1/31/23,1/31/23,Honda,Civic,2012.0
33129,Vila Rica,ios web,Paid,1/6/23,,,,,,
33130,Vale do Sol,other,Organic,1/7/23,,,,,,
33131,Vila Rica,android web,Paid,1/26/23,,,,,,
33132,Vila Rica,windows,Organic,1/20/23,1/30/23,,,,,
33133,Vila Rica,ios web,Referral,1/3/23,,,,,,
33134,Vale do Sol,android web,Organic,1/10/23,,,,,,
33135,Vale do Sol,android web,Paid,1/21/23,,,,,,
33136,Vila Rica,ios web,Referral,1/15/23,1/15/23,1/15/23,2/17/23,Nissan,Altima,2011.0
33137,Vale do Sol,ios web,Referral,1/4/23,1/4/23,,,,,
33138,Porto Seguro,android web,Organic,1/25/23,,,,,,
33139,Vale do Sol,ios web,Paid,1/5/23,1/5/23,,,,,
33140,Porto Seguro,android web,Paid,1/17/23,1/17/23,1/17/23,,Chevrolet,Malibu,2015.0
33141,Vale do Sol,ios web,Paid,1/1/23,1/3/23,,,,,
33142,Vale do Sol,ios web,Paid,1/3/23,1/3/23,1/8/23,,GMC,Envoy,2003.0
33143,Vila Rica,ios web,Referral,1/27/23,1/28/23,2/4/23,2/5/23,Chevrolet,Cruze,2011.0
33144,Vale do Sol,android web,Referral,1/3/23,,,,,,
33145,Vale do Sol,mac,Organic,1/23/23,,,,,,
33146,Porto Seguro,windows,Paid,1/7/23,1/7/23,1/7/23,,Honda,Pilot,2009.0
33147,Vale do Sol,other,Referral,1/8/23,1/11/23,,,,,
33148,Vila Rica,ios web,Referral,1/1/23,1/2/23,1/11/23,1/27/23,Dodge,Charger,2014.0
33149,Vale do Sol,android web,Referral,1/13/23,,,,,,
33150,Porto Seguro,mac,Referral,1/29/23,2/4/23,,,,,
33151,Vale do Sol,ios web,Paid,1/24/23,1/24/23,,,,,
33152,Vila Rica,ios web,Organic,1/26/23,1/28/23,,,,,
33153,Vale do Sol,ios web,Paid,1/19/23,1/19/23,,,,,
33154,Vila Rica,ios web,Organic,1/21/23,1/22/23,,,,,
33155,Vale do Sol,ios web,Organic,1/22/23,,,,,,
33156,Vale do Sol,ios web,Referral,1/11/23,1/11/23,,,,,
33157,Vale do Sol,android web,Paid,1/14/23,1/16/23,1/18/23,,BMW,3-series,2006.0
33158,Vale do Sol,ios web,Paid,1/1/23,,,,,,
33159,Vale do Sol,other,Organic,1/29/23,1/31/23,2/1/23,2/4/23,Hyundai,Veracruz,2009.0
33160,Vale do Sol,ios web,Paid,1/20/23,,,,,,
33161,Vale do Sol,android web,Organic,1/22/23,1/28/23,,,,,
33162,Vila Rica,ios web,Referral,1/8/23,,,,,,
33163,Vale do Sol,ios web,Paid,1/2/23,1/5/23,1/6/23,,BMW,X1,2003.0
33164,Vale do Sol,mac,Referral,1/16/23,1/17/23,,,,,
33165,Vila Rica,ios web,Referral,1/10/23,,,,,,
33166,Vale do Sol,android web,Referral,1/2/23,1/2/23,1/18/23,1/19/23,Volkswagen,Jetta,2004.0
33167,Vila Rica,ios web,Referral,1/28/23,1/29/23,2/1/23,2/5/23,Chevrolet,Impala,2011.0
33168,Porto Seguro,mac,Paid,1/19/23,1/20/23,,,,,
33169,Vila Rica,android web,Referral,1/9/23,1/9/23,1/11/23,2/4/23,Toyota,Corolla,2015.0
33170,Vila Rica,android web,Paid,1/11/23,1/11/23,,,,,
33171,Vale do Sol,android web,Paid,1/4/23,1/6/23,,,,,
33172,Vale do Sol,ios web,Organic,1/26/23,1/31/23,,,,,
33173,Vila Rica,other,Referral,1/11/23,1/12/23,,,,,
33174,Vila Rica,mac,Referral,1/7/23,1/7/23,1/13/23,1/14/23,Toyota,Camry,2009.0
33175,Porto Seguro,mac,Organic,1/9/23,,,,,,
33176,Porto Seguro,ios web,Referral,1/27/23,1/28/23,,,,,
33177,Vila Rica,windows,Organic,1/9/23,1/9/23,1/9/23,1/9/23,Toyota,Prius V,2012.0
33178,Porto Seguro,ios web,Paid,1/24/23,1/24/23,,,,,
33179,Vila Rica,other,Paid,1/23/23,1/24/23,1/24/23,,Volkswagen,e-Golf,2015.0
33180,Vale do Sol,ios web,Referral,1/7/23,1/7/23,,,,,
33181,Porto Seguro,android web,Paid,1/5/23,1/6/23,1/8/23,,Volkswagen,Jetta,2013.0
33182,Vale do Sol,ios web,Paid,1/4/23,,,,,,
33183,Porto Seguro,android web,Paid,1/19/23,,,,,,
33184,Vila Rica,android web,Organic,1/3/23,1/7/23,,,,,
33185,Vale do Sol,windows,Paid,1/11/23,1/12/23,,,,,
33186,Vale do Sol,android web,Referral,1/18/23,1/18/23,1/22/23,1/24/23,Kia,Sorento,2006.0
33187,Vila Rica,ios web,Paid,1/25/23,1/25/23,,,,,
33188,Vale do Sol,ios web,Organic,1/17/23,1/18/23,,,,,
33189,Vale do Sol,ios web,Organic,1/15/23,1/16/23,1/23/23,,Ford,Freestyle,2007.0
33190,Vale do Sol,android web,Organic,1/2/23,1/3/23,,,,,
33191,Vale do Sol,android web,Organic,1/21/23,1/21/23,1/24/23,1/26/23,Nissan,Versa,2014.0
33192,Vale do Sol,windows,Paid,1/10/23,1/10/23,1/16/23,,Kia,Soul,2013.0
33193,Porto Seguro,android web,Paid,1/4/23,1/5/23,,,,,
33194,Vale do Sol,ios web,Paid,1/9/23,1/10/23,,,,,
33195,Vila Rica,windows,Organic,1/12/23,1/12/23,1/20/23,2/23/23,Chevrolet,Cruze,2013.0
33196,Vila Rica,android web,Paid,1/5/23,1/7/23,1/9/23,1/22/23,Honda,Accord,2011.0
33197,Vale do Sol,android web,Referral,1/30/23,,,,,,
33198,Vila Rica,ios web,Referral,1/13/23,1/15/23,1/16/23,,Mercedes-Benz,C-Class,2005.0
33199,Porto Seguro,windows,Referral,1/17/23,1/22/23,1/22/23,,Subaru,Impreza,2013.0
33200,Vila Rica,windows,Paid,1/27/23,,,,,,
33201,Vale do Sol,ios web,Paid,1/21/23,1/25/23,1/25/23,1/25/23,Volkswagen,Jetta,2010.0
33202,Vila Rica,ios web,Referral,1/10/23,1/14/23,,,,,
33203,Vale do Sol,windows,Paid,1/19/23,1/20/23,1/27/23,,Lincoln,Town Car,2006.0
33204,Porto Seguro,windows,Referral,1/29/23,,,,,,
33205,Vale do Sol,ios web,Referral,1/15/23,1/18/23,,,,,
33206,Vale do Sol,android web,Referral,1/3/23,,,,,,
33207,Vila Rica,ios web,Organic,1/12/23,1/13/23,,,,,
33208,Vila Rica,windows,Organic,1/18/23,1/18/23,,,,,
33209,Vila Rica,mac,Referral,1/6/23,1/8/23,,,,,
33210,Vila Rica,android web,Paid,1/1/23,1/3/23,,,,,
33211,Vale do Sol,android web,Referral,1/21/23,1/22/23,,,,,
33212,Vila Rica,ios web,Organic,1/28/23,,,,,,
33213,Porto Seguro,android web,Referral,1/22/23,1/23/23,1/24/23,2/4/23,Ford,Focus,2012.0
33214,Vale do Sol,windows,Paid,1/26/23,1/29/23,2/1/23,,Toyota,Avalon,2001.0
33215,Vila Rica,windows,Organic,1/4/23,1/7/23,1/8/23,,Toyota,Sienna,2014.0
33216,Vale do Sol,windows,Paid,1/8/23,1/13/23,,,,,
33217,Vale do Sol,ios web,Referral,1/19/23,,,,,,
33218,Porto Seguro,ios web,Referral,1/7/23,1/7/23,1/10/23,1/11/23,Toyota,Camry,2007.0
33219,Vale do Sol,windows,Referral,1/10/23,1/10/23,1/10/23,,Toyota,Camry,2005.0
33220,Porto Seguro,ios web,Paid,1/20/23,,,,,,
33221,Vila Rica,ios web,Paid,1/16/23,,,,,,
33222,Porto Seguro,ios web,Paid,1/10/23,,,,,,
33223,Porto Seguro,mac,Paid,1/16/23,1/20/23,,,,,
33224,Vila Rica,android web,Organic,1/7/23,1/7/23,,,,,
33225,Porto Seguro,android web,Paid,1/31/23,1/31/23,,,,,
33226,Vila Rica,android web,Paid,1/14/23,1/16/23,,,,,
33227,Porto Seguro,mac,Paid,1/4/23,,,,,,
33228,Vale do Sol,android web,Referral,1/14/23,1/14/23,,,,,
33229,Vila Rica,other,Paid,1/14/23,1/14/23,,,,,
33230,Vale do Sol,windows,Referral,1/29/23,1/31/23,,,,,
33231,Vale do Sol,android web,Paid,1/14/23,1/15/23,1/16/23,,Buick,Enclave,2008.0
33232,Vale do Sol,windows,Organic,1/14/23,1/16/23,,,,,
33233,Vila Rica,ios web,Organic,1/6/23,1/7/23,,,,,
33234,Porto Seguro,ios web,Organic,1/3/23,,,,,,
33235,Porto Seguro,android web,Referral,1/5/23,1/7/23,,,,,
33236,Vila Rica,android web,Referral,1/29/23,,,,,,
33237,Vila Rica,android web,Paid,1/20/23,,,,,,
33238,Vale do Sol,windows,Referral,1/2/23,1/2/23,,,,,
33239,Vale do Sol,mac,Organic,1/2/23,,,,,,
33240,Vale do Sol,ios web,Referral,1/17/23,1/18/23,1/19/23,2/11/23,Nissan,Sentra,2014.0
33241,Porto Seguro,android web,Paid,1/4/23,1/7/23,,,,,
33242,Vale do Sol,mac,Referral,1/5/23,1/9/23,1/11/23,1/11/23,Chevrolet,Cruze,2015.0
33243,Porto Seguro,ios web,Referral,1/3/23,1/6/23,,,,,
33244,Porto Seguro,android web,Referral,1/28/23,1/29/23,,,,,
33245,Vale do Sol,other,Referral,1/21/23,2/2/23,,,,,
33246,Vale do Sol,mac,Referral,1/2/23,1/3/23,1/13/23,1/13/23,Honda,Odyssey,2008.0
33247,Vale do Sol,ios web,Referral,1/24/23,1/28/23,,,,,
33248,Porto Seguro,other,Paid,1/9/23,1/10/23,,,,,
33249,Porto Seguro,windows,Organic,1/26/23,1/28/23,2/1/23,2/18/23,Mercedes-Benz,C-Class,2012.0
33250,Vila Rica,ios web,Paid,1/30/23,,,,,,
33251,Vale do Sol,android web,Paid,1/16/23,1/16/23,1/25/23,,Nissan,Xterra,2009.0
33252,Vila Rica,android web,Paid,1/8/23,1/12/23,,,,,
33253,Vale do Sol,windows,Referral,1/25/23,1/31/23,,,,,
33254,Vale do Sol,android web,Paid,1/19/23,1/19/23,1/21/23,,Toyota,Highlander,2007.0
33255,Vale do Sol,ios web,Paid,1/31/23,,,,,,
33256,Vale do Sol,android web,Paid,1/16/23,1/16/23,,,,,
33257,Vale do Sol,mac,Referral,1/5/23,,,,,,
33258,Vale do Sol,android web,Paid,1/5/23,,,,,,
33259,Vale do Sol,windows,Referral,1/12/23,1/12/23,,,,,
33260,Vale do Sol,ios web,Referral,1/22/23,,,,,,
33261,Vale do Sol,ios web,Organic,1/11/23,,,,,,
33262,Vale do Sol,ios web,Referral,1/1/23,1/1/23,,,,,
33263,Porto Seguro,ios web,Organic,1/28/23,1/28/23,,,,,
33264,Vale do Sol,android web,Referral,1/25/23,,,,,,
33265,Vale do Sol,android web,Referral,1/10/23,1/11/23,1/23/23,1/24/23,Toyota,Corolla,2012.0
33266,Vale do Sol,mac,Organic,1/19/23,,,,,,
33267,Vale do Sol,windows,Organic,1/22/23,,,,,,
33268,Vale do Sol,mac,Paid,1/22/23,1/23/23,,,,,
33269,Porto Seguro,ios web,Paid,1/24/23,,,,,,
33270,Porto Seguro,mac,Paid,1/17/23,1/19/23,,,,,
33271,Vale do Sol,ios web,Organic,1/8/23,1/10/23,,,,,
33272,Vale do Sol,mac,Paid,1/2/23,,,,,,
33273,Vale do Sol,android web,Organic,1/25/23,2/1/23,2/4/23,,Volvo,XC90,2002.0
33274,Porto Seguro,android web,Organic,1/20/23,1/21/23,,,,,
33275,Vale do Sol,ios web,Paid,1/3/23,,,,,,
33276,Porto Seguro,mac,Organic,1/28/23,2/4/23,2/8/23,2/10/23,Jeep,Patriot,2012.0
33277,Vila Rica,mac,Paid,1/10/23,1/10/23,1/15/23,,Toyota,Corolla,2011.0
33278,Porto Seguro,ios web,Paid,1/28/23,,,,,,
33279,Porto Seguro,ios web,Paid,1/24/23,1/24/23,2/11/23,,Honda,CR-V,2011.0
33280,Vila Rica,mac,Referral,1/26/23,,,,,,
33281,Vale do Sol,android web,Organic,1/11/23,1/13/23,1/13/23,,Volkswagen,Passat,2012.0
33282,Porto Seguro,mac,Organic,1/16/23,1/17/23,1/19/23,,Kia,Optima,2013.0
33283,Vale do Sol,android web,Paid,1/25/23,,,,,,
33284,Vila Rica,android web,Paid,1/30/23,1/31/23,,,,,
33285,Vale do Sol,ios web,Paid,1/26/23,1/27/23,,,,,
33286,Vale do Sol,windows,Paid,1/22/23,1/22/23,1/22/23,,Volkswagen,Jetta,2005.0
33287,Porto Seguro,android web,Paid,1/3/23,,,,,,
33288,Vale do Sol,windows,Paid,1/29/23,1/29/23,,,,,
33289,Vila Rica,other,Referral,1/14/23,1/17/23,1/20/23,1/22/23,Audi,A6,2016.0
33290,Vila Rica,mac,Paid,1/16/23,1/21/23,,,,,
33291,Vale do Sol,ios web,Paid,1/20/23,1/20/23,,,,,
33292,Porto Seguro,mac,Referral,1/3/23,,,,,,
33293,Vila Rica,ios web,Organic,1/4/23,1/4/23,,,,,
33294,Vila Rica,other,Referral,1/7/23,,,,,,
33295,Vale do Sol,ios web,Organic,1/7/23,1/11/23,,,,,
33296,Porto Seguro,android web,Organic,1/9/23,1/9/23,1/15/23,1/15/23,Toyota,Corolla,2009.0
33297,Vale do Sol,other,Referral,1/30/23,,,,,,
33298,Vila Rica,ios web,Organic,1/15/23,1/15/23,1/15/23,,Nissan,Sentra,2015.0
33299,Vale do Sol,mac,Referral,1/2/23,1/4/23,,,,,
33300,Vila Rica,mac,Organic,1/5/23,1/5/23,,,,,
33301,Porto Seguro,android web,Referral,1/26/23,1/30/23,,,,,
33302,Porto Seguro,ios web,Organic,1/24/23,,,,,,
33303,Vila Rica,ios web,Organic,1/26/23,1/27/23,,,,,
33304,Vila Rica,other,Paid,1/16/23,1/21/23,,,,,
33305,Vale do Sol,ios web,Paid,1/23/23,1/23/23,1/23/23,,Toyota,Camry,2007.0
33306,Vale do Sol,windows,Paid,1/11/23,1/11/23,1/11/23,,Subaru,Forester,2014.0
33307,Vale do Sol,android web,Referral,1/10/23,,,,,,
33308,Vale do Sol,ios web,Paid,1/15/23,1/15/23,1/17/23,,Ford,Fusion,2014.0
33309,Vila Rica,android web,Paid,1/3/23,,,,,,
33310,Vila Rica,ios web,Referral,1/2/23,1/2/23,,,,,
33311,Porto Seguro,mac,Paid,1/13/23,,,,,,
33312,Vale do Sol,ios web,Paid,1/9/23,1/12/23,1/17/23,,Scion,xB,2012.0
33313,Vila Rica,ios web,Paid,1/9/23,,,,,,
33314,Vale do Sol,ios web,Paid,1/2/23,1/2/23,,,,,
33315,Vale do Sol,other,Organic,1/19/23,1/19/23,1/20/23,1/23/23,Nissan,Altima,2015.0
33316,Vale do Sol,android web,Paid,1/31/23,2/3/23,,,,,
33317,Vila Rica,android web,Paid,1/10/23,1/10/23,1/17/23,,Toyota,Camry,2014.0
33318,Vale do Sol,android web,Organic,1/9/23,,,,,,
33319,Porto Seguro,ios web,Referral,1/28/23,2/2/23,2/15/23,,Toyota,Camry,2007.0
33320,Vale do Sol,windows,Referral,1/16/23,,,,,,
33321,Vale do Sol,android web,Referral,1/8/23,1/9/23,,,,,
33322,Vale do Sol,mac,Paid,1/15/23,1/16/23,1/19/23,2/15/23,Chevrolet,Cruze,2013.0
33323,Vila Rica,windows,Referral,1/23/23,1/25/23,,,,,
33324,Vale do Sol,ios web,Organic,1/28/23,,,,,,
33325,Vale do Sol,mac,Referral,1/15/23,1/16/23,,,,,
33326,Vila Rica,mac,Organic,1/8/23,,,,,,
33327,Vale do Sol,ios web,Referral,1/4/23,,,,,,
33328,Vila Rica,ios web,Organic,1/14/23,1/14/23,,,,,
33329,Porto Seguro,android web,Paid,1/14/23,,,,,,
33330,Vale do Sol,android web,Paid,1/4/23,1/4/23,,,,,
33331,Vale do Sol,mac,Paid,1/21/23,1/24/23,,,,,
33332,Vila Rica,ios web,Paid,1/29/23,2/5/23,,,,,
33333,Vila Rica,ios web,Paid,1/17/23,,,,,,
33334,Vale do Sol,ios web,Paid,1/23/23,,,,,,
33335,Porto Seguro,android web,Referral,1/1/23,,,,,,
33336,Vila Rica,ios web,Referral,1/16/23,,,,,,
33337,Porto Seguro,ios web,Paid,1/8/23,1/9/23,,,,,
33338,Vale do Sol,ios web,Paid,1/12/23,,,,,,
33339,Vale do Sol,android web,Organic,1/11/23,1/11/23,,,,,
33340,Vila Rica,ios web,Referral,1/18/23,1/22/23,,,,,
33341,Vila Rica,other,Referral,1/20/23,1/20/23,,,,,
33342,Porto Seguro,ios web,Paid,1/4/23,1/16/23,,,,,
33343,Porto Seguro,other,Paid,1/4/23,1/5/23,,,,,
33344,Vale do Sol,android web,Paid,1/11/23,1/11/23,,,,,
33345,Porto Seguro,mac,Referral,1/3/23,1/4/23,,,,,
33346,Porto Seguro,ios web,Referral,1/28/23,,,,,,
33347,Vila Rica,windows,Paid,1/28/23,1/30/23,1/30/23,2/8/23,Toyota,Corolla,2003.0
33348,Vila Rica,windows,Organic,1/30/23,1/31/23,,,,,
33349,Vila Rica,android web,Paid,1/26/23,2/2/23,,,,,
33350,Porto Seguro,android web,Organic,1/2/23,1/3/23,,,,,
33351,Porto Seguro,android web,Organic,1/11/23,,,,,,
33352,Vale do Sol,ios web,Paid,1/9/23,1/9/23,1/16/23,,Toyota,Venza,2013.0
33353,Vale do Sol,ios web,Paid,1/20/23,1/21/23,,,,,
33354,Vila Rica,ios web,Paid,1/14/23,1/14/23,1/16/23,,Nissan,Versa,2014.0
33355,Vila Rica,ios web,Referral,1/30/23,1/30/23,,,,,
33356,Vila Rica,windows,Organic,1/23/23,,,,,,
33357,Vale do Sol,windows,Referral,1/30/23,1/31/23,,,,,
33358,Porto Seguro,android web,Paid,1/2/23,1/3/23,1/7/23,1/7/23,Chevrolet,Cruze,2015.0
33359,Vale do Sol,ios web,Paid,1/11/23,1/12/23,1/12/23,,Hyundai,Sonata,2016.0
33360,Vale do Sol,ios web,Paid,1/9/23,1/9/23,1/11/23,,Buick,Regal,2013.0
33361,Vale do Sol,android web,Paid,1/2/23,1/5/23,1/5/23,,Mazda,CX-7,2008.0
33362,Vila Rica,android web,Referral,1/21/23,1/24/23,,,,,
33363,Porto Seguro,ios web,Paid,1/11/23,,,,,,
33364,Vila Rica,windows,Organic,1/11/23,,,,,,
33365,Vale do Sol,android web,Paid,1/4/23,,,,,,
33366,Vale do Sol,ios web,Paid,1/16/23,1/17/23,,,,,
33367,Vale do Sol,windows,Paid,1/31/23,2/2/23,2/6/23,,Nissan,Altima,2013.0
33368,Vale do Sol,android web,Paid,1/21/23,,,,,,
33369,Vila Rica,ios web,Paid,1/18/23,,,,,,
33370,Vale do Sol,other,Organic,1/12/23,,,,,,
33371,Vila Rica,mac,Paid,1/8/23,1/10/23,,,,,
33372,Vale do Sol,ios web,Referral,1/24/23,1/24/23,,,,,
33373,Vale do Sol,other,Organic,1/19/23,1/19/23,1/23/23,,Honda,Civic,2013.0
33374,Vila Rica,ios web,Paid,1/13/23,1/13/23,,,,,
33375,Vale do Sol,ios web,Organic,1/15/23,1/19/23,,,,,
33376,Vila Rica,android web,Organic,1/5/23,,,,,,
33377,Vale do Sol,android web,Referral,1/20/23,1/20/23,1/28/23,1/30/23,Honda,Odyssey,2015.0
33378,Vale do Sol,windows,Referral,1/3/23,1/4/23,,,,,
33379,Vila Rica,windows,Referral,1/20/23,1/20/23,1/26/23,,Honda,Odyssey,2013.0
33380,Vila Rica,mac,Referral,1/3/23,,,,,,
33381,Vila Rica,other,Organic,1/4/23,1/4/23,1/8/23,1/8/23,Honda,Accord,2010.0
33382,Vale do Sol,android web,Organic,1/15/23,1/17/23,1/19/23,2/9/23,Toyota,Prius,2015.0
33383,Vale do Sol,android web,Paid,1/21/23,,,,,,
33384,Vale do Sol,android web,Referral,1/18/23,,,,,,
33385,Vale do Sol,ios web,Referral,1/8/23,1/8/23,,,,,
33386,Vila Rica,android web,Organic,1/17/23,,,,,,
33387,Vila Rica,android web,Paid,1/27/23,,,,,,
33388,Porto Seguro,ios web,Paid,1/20/23,1/20/23,,,,,
33389,Porto Seguro,windows,Paid,1/17/23,1/20/23,1/27/23,,Volkswagen,Passat,2013.0
33390,Vila Rica,android web,Referral,1/8/23,1/9/23,1/9/23,1/11/23,GMC,Yukon,2004.0
33391,Porto Seguro,ios web,Paid,1/14/23,1/19/23,2/5/23,,Nissan,Versa,2015.0
33392,Vale do Sol,windows,Paid,1/31/23,2/2/23,,,,,
33393,Vila Rica,windows,Paid,1/19/23,,,,,,
33394,Vila Rica,windows,Organic,1/28/23,1/29/23,,,,,
33395,Porto Seguro,ios web,Referral,1/5/23,1/5/23,,,,,
33396,Vila Rica,windows,Organic,1/23/23,,,,,,
33397,Vale do Sol,ios web,Paid,1/18/23,1/18/23,1/19/23,2/3/23,Nissan,Altima,2011.0
33398,Vila Rica,ios web,Paid,1/2/23,,,,,,
33399,Vale do Sol,android web,Paid,1/28/23,1/29/23,,,,,
33400,Vale do Sol,windows,Paid,1/23/23,1/23/23,1/26/23,,Nissan,Sentra,2015.0
33401,Porto Seguro,windows,Organic,1/5/23,1/5/23,1/6/23,,Chrysler,200,2011.0
33402,Vale do Sol,mac,Paid,1/8/23,1/8/23,1/10/23,,Nissan,Altima,2010.0
33403,Vale do Sol,android web,Paid,1/3/23,1/4/23,1/6/23,,Honda,Civic,2014.0
33404,Vila Rica,ios web,Organic,1/6/23,,,,,,
33405,Porto Seguro,android web,Paid,1/22/23,1/22/23,1/22/23,2/7/23,Kia,Soul,2011.0
33406,Vale do Sol,ios web,Referral,1/15/23,1/15/23,1/16/23,2/8/23,Toyota,Prius V,2010.0
33407,Vale do Sol,ios web,Organic,1/16/23,,,,,,
33408,Vale do Sol,android web,Referral,1/6/23,,,,,,
33409,Vila Rica,mac,Paid,1/27/23,,,,,,
33410,Porto Seguro,android web,Paid,1/13/23,,,,,,
33411,Vila Rica,windows,Referral,1/28/23,2/2/23,,,,,
33412,Vale do Sol,android web,Referral,1/25/23,1/25/23,1/28/23,1/28/23,Toyota,Prius,2015.0
33413,Vale do Sol,other,Referral,1/6/23,1/7/23,1/7/23,1/10/23,Mercedes-Benz,E-Class,2003.0
33414,Vila Rica,android web,Paid,1/30/23,1/31/23,,,,,
33415,Vale do Sol,windows,Referral,1/3/23,,,,,,
33416,Porto Seguro,android web,Paid,1/24/23,1/26/23,2/2/23,,Subaru,Legacy,2010.0
33417,Porto Seguro,other,Referral,1/7/23,1/7/23,1/8/23,1/10/23,Toyota,Camry,2014.0
33418,Vila Rica,windows,Referral,1/26/23,1/27/23,,,,,
33419,Vila Rica,android web,Paid,1/1/23,1/1/23,,,,,
33420,Vale do Sol,android web,Paid,1/28/23,,,,,,
33421,Vila Rica,mac,Referral,1/11/23,1/12/23,1/12/23,2/20/23,Hyundai,Sonata,2016.0
33422,Vale do Sol,android web,Organic,1/5/23,,,,,,
33423,Vale do Sol,ios web,Referral,1/1/23,1/2/23,,,,,
33424,Vale do Sol,other,Paid,1/13/23,,,,,,
33425,Vila Rica,ios web,Paid,1/13/23,1/14/23,1/16/23,1/19/23,Hyundai,Sonata,2012.0
33426,Vale do Sol,ios web,Referral,1/24/23,,,,,,
33427,Vila Rica,other,Referral,1/10/23,1/15/23,,,,,
33428,Vila Rica,ios web,Paid,1/14/23,1/18/23,1/18/23,,Toyota,Prius V,2015.0
33429,Vale do Sol,mac,Paid,1/24/23,,,,,,
33430,Vale do Sol,android web,Referral,1/14/23,1/15/23,1/22/23,,Kia,Rio,2013.0
33431,Vale do Sol,ios web,Organic,1/25/23,1/25/23,,,,,
33432,Vale do Sol,ios web,Paid,1/16/23,,,,,,
33433,Vila Rica,android web,Referral,1/18/23,,,,,,
33434,Porto Seguro,ios web,Paid,1/27/23,1/27/23,,,,,
33435,Vale do Sol,android web,Organic,1/30/23,,,,,,
33436,Vale do Sol,ios web,Referral,1/7/23,1/10/23,,,,,
33437,Vale do Sol,other,Referral,1/23/23,,,,,,
33438,Porto Seguro,ios web,Referral,1/8/23,,,,,,
33439,Vila Rica,ios web,Paid,1/14/23,1/15/23,1/17/23,,Mitsubishi,Mirage,2014.0
33440,Vale do Sol,ios web,Paid,1/4/23,,,,,,
33441,Vale do Sol,android web,Referral,1/25/23,,,,,,
33442,Vila Rica,ios web,Referral,1/25/23,1/30/23,,,,,
33443,Porto Seguro,ios web,Paid,1/10/23,,,,,,
33444,Vale do Sol,windows,Referral,1/17/23,1/18/23,1/18/23,1/29/23,BMW,3-series,2000.0
33445,Vale do Sol,windows,Referral,1/20/23,,,,,,
33446,Vila Rica,ios web,Referral,1/19/23,1/22/23,,,,,
33447,Vila Rica,android web,Referral,1/15/23,,,,,,
33448,Vale do Sol,mac,Paid,1/27/23,1/29/23,1/31/23,,Mercedes-Benz,C-Class,2005.0
33449,Vale do Sol,other,Referral,1/26/23,1/27/23,1/29/23,1/30/23,Kia,Soul,2014.0
33450,Porto Seguro,ios web,Referral,1/22/23,1/26/23,1/29/23,1/29/23,Ford,F-150,2001.0
33451,Vale do Sol,android web,Paid,1/27/23,1/27/23,,,,,
33452,Vale do Sol,android web,Organic,1/29/23,1/31/23,2/4/23,2/10/23,Toyota,Corolla,2014.0
33453,Vale do Sol,ios web,Paid,1/6/23,1/6/23,,,,,
33454,Vale do Sol,mac,Referral,1/22/23,1/25/23,,,,,
33455,Vale do Sol,other,Referral,1/11/23,1/12/23,,,,,
33456,Porto Seguro,mac,Organic,1/23/23,,,,,,
33457,Porto Seguro,ios web,Paid,1/14/23,,,,,,
33458,Vila Rica,mac,Referral,1/11/23,,,,,,
33459,Vila Rica,android web,Referral,1/18/23,,,,,,
33460,Vale do Sol,android web,Referral,1/22/23,1/24/23,,,,,
33461,Vila Rica,other,Referral,1/30/23,,,,,,
33462,Vale do Sol,windows,Organic,1/5/23,1/8/23,,,,,
33463,Vila Rica,mac,Paid,1/4/23,,,,,,
